,weights,model,gamma_i,a,alpha,var,inclusion_probability,alpha_given_inclusion,mean_trace_a
59,0.013811553145074556,LogReg_50,,,,,,,
60,-0.015411762855689614,LogReg_50,,,,,,,
61,0.009040361027213877,LogReg_50,,,,,,,
62,-0.1324636565733819,LogReg_50,,,,,,,
63,-0.6089431845440881,LogReg_50,,,,,,,
64,-0.2794810511681052,LogReg_50,,,,,,,
65,0.23610099290390796,LogReg_50,,,,,,,
66,-0.21555862917580032,LogReg_50,,,,,,,
67,0.19458770367022324,LogReg_50,,,,,,,
68,-0.17323165336823138,LogReg_50,,,,,,,
69,-0.09389011444589344,LogReg_50,,,,,,,
70,0.06200216135488872,LogReg_50,,,,,,,
71,-0.029216250867167268,LogReg_50,,,,,,,
72,-0.00430355330285624,LogReg_50,,,,,,,
73,-0.11090178496788221,LogReg_50,,,,,,,
74,0.07399963098302026,LogReg_50,,,,,,,
75,-0.03673816270491057,LogReg_50,,,,,,,
76,-0.0008130668895939627,LogReg_50,,,,,,,
77,0.6249524072369602,LogReg_50,,,,,,,
78,0.17404006058059707,LogReg_50,,,,,,,
79,-0.10560852255387958,LogReg_50,,,,,,,
80,-0.020866098178103254,LogReg_50,,,,,,,
81,-0.061938788136489786,LogReg_50,,,,,,,
82,-0.08471080792216974,LogReg_50,,,,,,,
83,0.0017339192693944109,LogReg_50,,,,,,,
84,0.007071536510292375,LogReg_50,,,,,,,
85,-0.009389535072870537,LogReg_50,,,,,,,
86,-0.0013518570041762387,LogReg_50,,,,,,,
87,0.0034207706551490475,LogReg_50,,,,,,,
88,-0.009334835641554764,LogReg_50,,,,,,,
89,0.0014090671299076386,LogReg_50,,,,,,,
90,0.0168545104151698,LogReg_50,,,,,,,
91,-0.014982133825331185,LogReg_50,,,,,,,
92,-0.015382838737247394,LogReg_50,,,,,,,
93,-0.014398199515676753,LogReg_50,,,,,,,
94,0.0017018211876645467,LogReg_50,,,,,,,
95,-0.0031515437478216134,LogReg_50,,,,,,,
96,0.00023379908231795101,LogReg_50,,,,,,,
97,0.0005769972352711073,LogReg_50,,,,,,,
98,-9.485772215329996e-05,LogReg_50,,,,,,,
99,-0.004259548997759218,LogReg_50,,,,,,,
100,-0.0006843081978616272,LogReg_50,,,,,,,
101,-0.010488821304049068,LogReg_50,,,,,,,
102,-0.13111502220333487,LogReg_50,,,,,,,
103,-0.04844122549199438,LogReg_50,,,,,,,
104,-0.22896003413199248,LogReg_50,,,,,,,
105,0.10868693964410277,LogReg_50,,,,,,,
106,0.08451557645093372,LogReg_50,,,,,,,
107,-0.055690119557630834,LogReg_50,,,,,,,
108,-0.02055343159893182,LogReg_50,,,,,,,
109,0.05273189691015891,LogReg_50,,,,,,,
110,-0.030242360654678332,LogReg_50,,,,,,,
111,-0.027689909618994205,LogReg_50,,,,,,,
112,0.10697222136795771,LogReg_50,,,,,,,
113,0.08918346073989075,LogReg_50,,,,,,,
114,0.025396974627691554,LogReg_50,,,,,,,
115,0.09820986667653808,LogReg_50,,,,,,,
116,0.21473237706583273,LogReg_50,,,,,,,
117,0.09689221632043994,LogReg_50,,,,,,,
118,0.06799346620573975,LogReg_50,,,,,,,
119,0.18366588148539784,LogReg_50,,,,,,,
120,0.014191667735609885,LogReg_50,,,,,,,
121,-0.034047043318918814,LogReg_50,,,,,,,
122,-0.01056472718813076,LogReg_50,,,,,,,
123,0.1348528623436876,LogReg_50,,,,,,,
124,-0.0343878321119656,LogReg_50,,,,,,,
125,-0.01538815815959522,LogReg_50,,,,,,,
126,0.12191225633374463,LogReg_50,,,,,,,
127,-0.040374763202264595,LogReg_50,,,,,,,
128,-0.021765577696296366,LogReg_50,,,,,,,
129,0.10404296055786413,LogReg_50,,,,,,,
130,-0.027262507284434325,LogReg_50,,,,,,,
131,-0.00825136161479414,LogReg_50,,,,,,,
132,-0.06735635345400805,LogReg_50,,,,,,,
133,-0.023029667884278123,LogReg_50,,,,,,,
134,-0.004534613123652936,LogReg_50,,,,,,,
135,0.007565399374448787,LogReg_50,,,,,,,
136,0.025858872715359284,LogReg_50,,,,,,,
137,-0.00427288063375669,LogReg_50,,,,,,,
138,-0.0036889243585438674,LogReg_50,,,,,,,
139,0.10250279662112662,LogReg_50,,,,,,,
140,-0.007561143197371481,LogReg_50,,,,,,,
141,0.004081371560335173,LogReg_50,,,,,,,
142,0.5899931360067703,LogReg_50,,,,,,,
143,0.10391287027231509,LogReg_50,,,,,,,
144,-0.23136703380982085,LogReg_50,,,,,,,
145,-0.3394299811091928,LogReg_50,,,,,,,
146,0.08477458366279873,LogReg_50,,,,,,,
147,-0.047159598417967755,LogReg_50,,,,,,,
148,0.35208650650986206,LogReg_50,,,,,,,
149,0.16833370189052693,LogReg_50,,,,,,,
150,-0.18198225086166842,LogReg_50,,,,,,,
151,0.32987241097471165,LogReg_50,,,,,,,
152,-0.19200708868475475,LogReg_50,,,,,,,
153,-0.049742690273588075,LogReg_50,,,,,,,
154,0.04090425700855223,LogReg_50,,,,,,,
155,-0.09231984884581086,LogReg_50,,,,,,,
156,0.3109645853276755,LogReg_50,,,,,,,
157,-0.17565359390799376,LogReg_50,,,,,,,
158,-0.5163262051623073,LogReg_50,,,,,,,
159,0.04700470526779332,LogReg_50,,,,,,,
160,0.01537021713296633,LogReg_50,,,,,,,
161,-0.05753648137854275,LogReg_50,,,,,,,
162,0.008904540892426266,LogReg_50,,,,,,,
163,0.039249868113579355,LogReg_50,,,,,,,
164,0.004673481201351438,LogReg_50,,,,,,,
165,0.005538063420437649,LogReg_50,,,,,,,
166,0.04366788608794036,LogReg_50,,,,,,,
167,0.0037495852531807023,LogReg_50,,,,,,,
168,0.0079727331464938,LogReg_50,,,,,,,
169,0.02081634386288999,LogReg_50,,,,,,,
170,-0.000546318814988442,LogReg_50,,,,,,,
171,0.0003178429022968768,LogReg_50,,,,,,,
172,-0.029883193002632383,LogReg_50,,,,,,,
173,-0.01220080353281182,LogReg_50,,,,,,,
174,-0.003047121443541202,LogReg_50,,,,,,,
175,0.014724074104266032,LogReg_50,,,,,,,
176,0.0024064603099071633,LogReg_50,,,,,,,
177,0.00034948142277925454,LogReg_50,,,,,,,
178,-0.0009518037619545018,LogReg_50,,,,,,,
179,0.037551172544437336,LogReg_50,,,,,,,
180,0.002402620869108635,LogReg_50,,,,,,,
181,0.008432806335417263,LogReg_50,,,,,,,
182,0.3540675742099228,LogReg_50,,,,,,,
183,-0.1439966691068999,LogReg_50,,,,,,,
184,0.12407504231951827,LogReg_50,,,,,,,
185,-0.3622665836066136,LogReg_50,,,,,,,
186,-0.2911006904262507,LogReg_50,,,,,,,
187,-0.2905722380683784,LogReg_50,,,,,,,
188,-0.4823066343600788,LogReg_50,,,,,,,
189,0.10102954553589316,LogReg_50,,,,,,,
190,-0.08155470366192083,LogReg_50,,,,,,,
191,0.09400076283751498,LogReg_50,,,,,,,
192,0.4527690581428676,LogReg_50,,,,,,,
193,-0.17757274627327868,LogReg_50,,,,,,,
194,-0.009260605265666228,LogReg_50,,,,,,,
195,-0.2046926095771328,LogReg_50,,,,,,,
196,0.17942095163612903,LogReg_50,,,,,,,
197,-0.162767345990711,LogReg_50,,,,,,,
198,-0.2358433942601395,LogReg_50,,,,,,,
199,0.004104780467791519,LogReg_50,,,,,,,
200,0.008311177198149484,LogReg_50,,,,,,,
201,-0.01490042031119544,LogReg_50,,,,,,,
202,0.00035849901247520573,LogReg_50,,,,,,,
203,-0.02288566560939292,LogReg_50,,,,,,,
204,0.0012872510206184014,LogReg_50,,,,,,,
205,0.008311177198149484,LogReg_50,,,,,,,
206,0.002736037319724528,LogReg_50,,,,,,,
207,0.0173104919808377,LogReg_50,,,,,,,
208,-0.16244583781417882,LogReg_50,,,,,,,
209,0.13101831032316477,LogReg_50,,,,,,,
210,-0.10477391499780725,LogReg_50,,,,,,,
211,0.1428537638641191,LogReg_50,,,,,,,
212,-0.23653523208651792,LogReg_50,,,,,,,
213,0.008311177198149484,LogReg_50,,,,,,,
214,-0.01490042031119544,LogReg_50,,,,,,,
215,0.00035849901247520573,LogReg_50,,,,,,,
216,-0.02288566560939292,LogReg_50,,,,,,,
217,0.0012872510206184014,LogReg_50,,,,,,,
218,0.008311177198149484,LogReg_50,,,,,,,
219,0.002736037319724528,LogReg_50,,,,,,,
220,0.0173104919808377,LogReg_50,,,,,,,
221,-0.16244583781417882,LogReg_50,,,,,,,
222,0.13101831032316477,LogReg_50,,,,,,,
223,-0.10477391499780725,LogReg_50,,,,,,,
224,0.1428537638641191,LogReg_50,,,,,,,
225,-0.23653523208651792,LogReg_50,,,,,,,
226,-0.0035513234714958826,LogReg_50,,,,,,,
227,0.002846768134258393,LogReg_50,,,,,,,
228,0.00023968073221043482,LogReg_50,,,,,,,
229,0.004777155482626596,LogReg_50,,,,,,,
230,-0.013878055236536572,LogReg_50,,,,,,,
231,-0.0035513234714958826,LogReg_50,,,,,,,
232,0.00022235786776402946,LogReg_50,,,,,,,
233,-0.004240789310495045,LogReg_50,,,,,,,
234,-0.07885439267983495,LogReg_50,,,,,,,
235,-0.12949871754262385,LogReg_50,,,,,,,
236,0.14158862404078051,LogReg_50,,,,,,,
237,0.2476846127162701,LogReg_50,,,,,,,
238,-0.2553011169884382,LogReg_50,,,,,,,
239,0.016481429745889307,LogReg_50,,,,,,,
240,0.03243846883017612,LogReg_50,,,,,,,
241,0.032413643027338755,LogReg_50,,,,,,,
242,0.04164401235124418,LogReg_50,,,,,,,
243,-0.040160313681379727,LogReg_50,,,,,,,
244,0.016481429745889307,LogReg_50,,,,,,,
245,0.016012310297747565,LogReg_50,,,,,,,
246,0.08797570796840162,LogReg_50,,,,,,,
247,0.06067507174112931,LogReg_50,,,,,,,
248,-0.274522797083897,LogReg_50,,,,,,,
249,0.08534273915348362,LogReg_50,,,,,,,
250,0.2006291279986526,LogReg_50,,,,,,,
251,-0.06845396343382214,LogReg_50,,,,,,,
252,0.016112097401594194,LogReg_50,,,,,,,
253,0.014568132826687709,LogReg_50,,,,,,,
254,0.015769621904156816,LogReg_50,,,,,,,
255,0.013389058934119633,LogReg_50,,,,,,,
256,0.012601161722512503,LogReg_50,,,,,,,
257,0.016112097401594194,LogReg_50,,,,,,,
258,0.0006007061275642896,LogReg_50,,,,,,,
259,0.01947862147956481,LogReg_50,,,,,,,
260,0.11879891343312811,LogReg_50,,,,,,,
261,-0.02898211701978548,LogReg_50,,,,,,,
262,0.12435211285275977,LogReg_50,,,,,,,
263,0.09978008800628808,LogReg_50,,,,,,,
264,-0.2943139739135976,LogReg_50,,,,,,,
265,0.01012812490213001,LogReg_50,,,,,,,
266,0.0001903652239171393,LogReg_50,,,,,,,
267,-0.017927932380200066,LogReg_50,,,,,,,
268,0.009402695761517728,LogReg_50,,,,,,,
269,0.0004087319747639465,LogReg_50,,,,,,,
270,-0.008970947755191097,LogReg_50,,,,,,,
271,0.0055441978105058055,LogReg_50,,,,,,,
272,-0.001307209979333463,LogReg_50,,,,,,,
273,-0.024336107358579898,LogReg_50,,,,,,,
274,0.010888761612623196,LogReg_50,,,,,,,
275,0.003531135680752003,LogReg_50,,,,,,,
276,0.007207777604436114,LogReg_50,,,,,,,
277,0.016490380155712844,LogReg_50,,,,,,,
278,-0.003797812637433992,LogReg_50,,,,,,,
279,0.021811159944418505,LogReg_50,,,,,,,
280,-0.0008350273493315648,LogReg_50,,,,,,,
281,0.0011569747224804403,LogReg_50,,,,,,,
282,0.0020646923476785655,LogReg_50,,,,,,,
283,0.003318390071606479,LogReg_50,,,,,,,
284,0.00827087157170872,LogReg_50,,,,,,,
285,0.0019741793844672974,LogReg_50,,,,,,,
286,0.002774340144838723,LogReg_50,,,,,,,
287,-0.028106063617567952,LogReg_50,,,,,,,
288,-0.016520411278223627,LogReg_50,,,,,,,
289,-0.1476233873588982,LogReg_50,,,,,,,
290,-0.1570217205332768,LogReg_50,,,,,,,
291,-0.05879124945052109,LogReg_50,,,,,,,
292,-0.0732343679643721,LogReg_50,,,,,,,
293,0.1780169015616373,LogReg_50,,,,,,,
294,-0.09181385171571413,LogReg_50,,,,,,,
295,-0.14854871699333713,LogReg_50,,,,,,,
296,-0.27774961927135494,LogReg_50,,,,,,,
297,-0.19304488121332633,LogReg_50,,,,,,,
298,0.40727982200023854,LogReg_50,,,,,,,
299,0.38502606546117557,LogReg_50,,,,,,,
300,0.019047636139652598,LogReg_50,,,,,,,
301,0.08293744751453569,LogReg_50,,,,,,,
302,0.0014868188276942662,LogReg_50,,,,,,,
303,2.9346293731633695e-05,LogReg_50,,,,,,,
304,0.0004878298328298289,LogReg_50,,,,,,,
305,0.0009540998394850689,LogReg_50,,,,,,,
306,0.0013530238119163849,LogReg_50,,,,,,,
307,0.0011507882091225364,LogReg_50,,,,,,,
308,0.0009847508546846255,LogReg_50,,,,,,,
309,0.0017273150887453196,LogReg_50,,,,,,,
310,0.001194845962023059,LogReg_50,,,,,,,
311,0.0007018400940575148,LogReg_50,,,,,,,
312,0.0012772235887656832,LogReg_50,,,,,,,
313,0.0012336390902820914,LogReg_50,,,,,,,
314,0.001144595056095096,LogReg_50,,,,,,,
315,0.0012934992339579472,LogReg_50,,,,,,,
316,0.0020054826993837595,LogReg_50,,,,,,,
317,0.00020761935530672675,LogReg_50,,,,,,,
318,-0.0002757565118394625,LogReg_50,,,,,,,
319,0.0014010741797705123,LogReg_50,,,,,,,
320,0.0014068334874463002,LogReg_50,,,,,,,
321,0.000740352735936098,LogReg_50,,,,,,,
322,0.00562302612288424,LogReg_50,,,,,,,
323,0.004549381166805525,LogReg_50,,,,,,,
324,0.0020363314867802903,LogReg_50,,,,,,,
325,0.00013596381374650506,LogReg_50,,,,,,,
326,0.0013112974315803503,LogReg_50,,,,,,,
327,0.005352325560958678,LogReg_50,,,,,,,
328,0.002001898442018361,LogReg_50,,,,,,,
329,0.0014439824817375133,LogReg_50,,,,,,,
330,0.00329318843668345,LogReg_50,,,,,,,
331,-0.00032078759619147125,LogReg_50,,,,,,,
332,-5.874355080958185e-06,LogReg_50,,,,,,,
333,0.0008171154675458597,LogReg_50,,,,,,,
334,0.002312427916089698,LogReg_50,,,,,,,
335,0.0015876298500842295,LogReg_50,,,,,,,
336,0.002232857780719827,LogReg_50,,,,,,,
337,0.0058891871534288666,LogReg_50,,,,,,,
338,0.0032227417309996847,LogReg_50,,,,,,,
339,0.0002922633509663261,LogReg_50,,,,,,,
340,0.0022872724136800806,LogReg_50,,,,,,,
341,0.0034925005181232513,LogReg_50,,,,,,,
342,0.003212319428819644,LogReg_50,,,,,,,
343,0.0012363523468590424,LogReg_50,,,,,,,
344,0.004075763646262268,LogReg_50,,,,,,,
345,0.010596056691708298,LogReg_50,,,,,,,
346,-0.00714701288735415,LogReg_50,,,,,,,
347,-0.0012063412919039638,LogReg_50,,,,,,,
348,0.002009076035418323,LogReg_50,,,,,,,
349,-0.01230528881542604,LogReg_50,,,,,,,
350,0.0017707150979233918,LogReg_50,,,,,,,
351,0.004259558195915374,LogReg_50,,,,,,,
352,-0.009287513266626756,LogReg_50,,,,,,,
353,-0.0053865739681839536,LogReg_50,,,,,,,
354,-0.0016452602658254267,LogReg_50,,,,,,,
355,-0.014313160517894198,LogReg_50,,,,,,,
356,0.004886586507589592,LogReg_50,,,,,,,
357,0.01935949501483705,LogReg_50,,,,,,,
358,-0.02107352466401866,LogReg_50,,,,,,,
359,0.0026607959165301496,LogReg_50,,,,,,,
360,0.00023015116826326446,LogReg_50,,,,,,,
361,0.0005725926260360064,LogReg_50,,,,,,,
362,-0.0001006480898170603,LogReg_50,,,,,,,
363,0.007195475522994904,LogReg_50,,,,,,,
364,0.007791513470846246,LogReg_50,,,,,,,
365,-0.002780443665825209,LogReg_50,,,,,,,
366,0.053174733958324207,LogReg_50,,,,,,,
367,0.05031134884973623,LogReg_50,,,,,,,
368,-0.05265799343132207,LogReg_50,,,,,,,
369,-0.05099329407278919,LogReg_50,,,,,,,
370,0.0969498909363,LogReg_50,,,,,,,
371,-0.022874322263129354,LogReg_50,,,,,,,
372,0.23291573067433052,LogReg_50,,,,,,,
373,0.08772252521307392,LogReg_50,,,,,,,
374,0.03252877372795874,LogReg_50,,,,,,,
375,-0.41579218903976406,LogReg_50,,,,,,,
376,-0.2878277912532549,LogReg_50,,,,,,,
377,-0.1557345068690419,LogReg_50,,,,,,,
378,-0.08382058887387005,LogReg_50,,,,,,,
379,-0.42733568018145474,LogReg_50,,,,,,,
380,-0.21599474415882808,LogReg_50,,,,,,,
381,7.087359006529033e-05,LogReg_50,,,,,,,
382,-4.565205252594952e-05,LogReg_50,,,,,,,
383,0.0001521054513278333,LogReg_50,,,,,,,
384,0.0005188297493990743,LogReg_50,,,,,,,
385,0.0006500735622950874,LogReg_50,,,,,,,
386,0.00041138744239862444,LogReg_50,,,,,,,
387,0.0003169534499067779,LogReg_50,,,,,,,
388,6.42105074407559e-05,LogReg_50,,,,,,,
389,1.5188492277017894e-06,LogReg_50,,,,,,,
390,0.0003465589627896286,LogReg_50,,,,,,,
391,0.0006051094881604334,LogReg_50,,,,,,,
392,0.00032211716609820156,LogReg_50,,,,,,,
393,5.7931093333728866e-05,LogReg_50,,,,,,,
394,0.0007855720512041551,LogReg_50,,,,,,,
395,0.0037552473919682887,LogReg_50,,,,,,,
396,0.0001392341194603553,LogReg_50,,,,,,,
397,-0.0008807521053151464,LogReg_50,,,,,,,
398,0.0005979259188461869,LogReg_50,,,,,,,
399,0.000400149652299833,LogReg_50,,,,,,,
400,0.0012003753544430563,LogReg_50,,,,,,,
401,0.0027684461455277764,LogReg_50,,,,,,,
402,0.0003899252873437093,LogReg_50,,,,,,,
403,0.0010091297528378406,LogReg_50,,,,,,,
404,-0.0003628028813168269,LogReg_50,,,,,,,
405,0.0008357653831441099,LogReg_50,,,,,,,
406,0.0024683931170664986,LogReg_50,,,,,,,
407,0.0003444794915573949,LogReg_50,,,,,,,
408,0.0006976364622780114,LogReg_50,,,,,,,
409,-0.0006555629908108395,LogReg_50,,,,,,,
410,-0.0006246531327747607,LogReg_50,,,,,,,
411,-0.0002123948308207957,LogReg_50,,,,,,,
412,0.00016597972451229577,LogReg_50,,,,,,,
413,0.00044264808439338797,LogReg_50,,,,,,,
414,0.00023095000124372661,LogReg_50,,,,,,,
415,-0.00021661170381896276,LogReg_50,,,,,,,
416,0.0007368326957669938,LogReg_50,,,,,,,
417,-0.000769360064676957,LogReg_50,,,,,,,
418,-2.7396579993013655e-05,LogReg_50,,,,,,,
419,0.0004076565382503986,LogReg_50,,,,,,,
420,-0.0001217876083161075,LogReg_50,,,,,,,
421,-0.0004879572849364426,LogReg_50,,,,,,,
422,0.0002609294472619199,LogReg_50,,,,,,,
423,0.12940849500507856,LogReg_50,,,,,,,
424,-0.010707617622988509,LogReg_50,,,,,,,
425,-0.018264135767926213,LogReg_50,,,,,,,
426,0.13437966893487915,LogReg_50,,,,,,,
427,-0.04570578557787416,LogReg_50,,,,,,,
428,-0.013669180561971764,LogReg_50,,,,,,,
429,0.12227266041923567,LogReg_50,,,,,,,
430,-0.02498506926153993,LogReg_50,,,,,,,
431,-0.009618541121057337,LogReg_50,,,,,,,
432,0.1327719522024844,LogReg_50,,,,,,,
433,-0.04104645275706536,LogReg_50,,,,,,,
434,-0.013865203699652622,LogReg_50,,,,,,,
435,0.09791877571873833,LogReg_50,,,,,,,
436,-0.012616784901206607,LogReg_50,,,,,,,
437,-0.03854709946891006,LogReg_50,,,,,,,
438,0.03814620107473048,LogReg_50,,,,,,,
439,0.03005326481323966,LogReg_50,,,,,,,
440,-0.001972708392708114,LogReg_50,,,,,,,
441,0.0013201145473567195,LogReg_50,,,,,,,
442,0.03789423460588756,LogReg_50,,,,,,,
443,0.002280528726314797,LogReg_50,,,,,,,
444,-0.0030664079948737287,LogReg_50,,,,,,,
445,0.432175373136627,LogReg_50,,,,,,,
446,-0.10482438756467234,LogReg_50,,,,,,,
447,-0.2577165845633927,LogReg_50,,,,,,,
448,-0.0801889280312463,LogReg_50,,,,,,,
449,-0.005908425684751113,LogReg_50,,,,,,,
450,-0.12840564075733554,LogReg_50,,,,,,,
451,-0.7201407734869157,LogReg_50,,,,,,,
452,0.23872237100992616,LogReg_50,,,,,,,
453,-0.3229247528355206,LogReg_50,,,,,,,
454,0.6214140301701715,LogReg_50,,,,,,,
455,0.47356017672244566,LogReg_50,,,,,,,
456,-0.2508244410442418,LogReg_50,,,,,,,
457,-0.16700391456454478,LogReg_50,,,,,,,
458,-0.1353410571408928,LogReg_50,,,,,,,
459,-0.10689829523562983,LogReg_50,,,,,,,
460,0.03079392820192667,LogReg_50,,,,,,,
461,0.006603904568897193,LogReg_50,,,,,,,
462,0.004671792863554776,LogReg_50,,,,,,,
463,0.006018681559323221,LogReg_50,,,,,,,
464,0.015052144454025777,LogReg_50,,,,,,,
465,0.02195670947139592,LogReg_50,,,,,,,
466,0.026826374119819776,LogReg_50,,,,,,,
467,0.03051955378136774,LogReg_50,,,,,,,
468,0.02994866454438122,LogReg_50,,,,,,,
469,0.006211307298611253,LogReg_50,,,,,,,
470,0.019376406138093435,LogReg_50,,,,,,,
471,0.028460549769866922,LogReg_50,,,,,,,
472,0.029689634455634044,LogReg_50,,,,,,,
473,0.009940261973524028,LogReg_50,,,,,,,
474,-0.0032842322737248364,LogReg_50,,,,,,,
475,0.00025264538018384715,LogReg_50,,,,,,,
476,6.342287137441595e-05,LogReg_50,,,,,,,
477,0.000738178763946536,LogReg_50,,,,,,,
478,0.000810842925440414,LogReg_50,,,,,,,
479,0.00234679857265195,LogReg_50,,,,,,,
480,0.0038701977713325652,LogReg_50,,,,,,,
481,0.005595496690716861,LogReg_50,,,,,,,
482,-0.002640339470225352,LogReg_50,,,,,,,
483,0.0002803456554681366,LogReg_50,,,,,,,
484,0.0011344720935287963,LogReg_50,,,,,,,
485,0.005143228644407573,LogReg_50,,,,,,,
486,-0.002424695029238337,LogReg_50,,,,,,,
487,0.00091895069690044,LogReg_50,,,,,,,
488,0.0015748542166810569,LogReg_50,,,,,,,
489,-0.0005350124506090967,LogReg_50,,,,,,,
490,-0.0015934776594701732,LogReg_50,,,,,,,
491,6.344677519715255e-05,LogReg_50,,,,,,,
492,0.0009412816433581151,LogReg_50,,,,,,,
493,0.0011009099509006128,LogReg_50,,,,,,,
494,0.0026402293266861946,LogReg_50,,,,,,,
495,0.004197663484470301,LogReg_50,,,,,,,
496,0.0014393176030589438,LogReg_50,,,,,,,
497,-0.0014931897010569016,LogReg_50,,,,,,,
498,0.00098760102972357,LogReg_50,,,,,,,
499,0.003317349453745152,LogReg_50,,,,,,,
500,0.0012847435227996901,LogReg_50,,,,,,,
501,0.00035019026283962274,LogReg_50,,,,,,,
502,-0.018894285698428905,LogReg_50,,,,,,,
503,-0.012292079360758568,LogReg_50,,,,,,,
504,-0.029037430936193175,LogReg_50,,,,,,,
505,-0.0010231087301161377,LogReg_50,,,,,,,
506,0.025259411691549806,LogReg_50,,,,,,,
507,-0.018894285698428905,LogReg_50,,,,,,,
508,0.0037327844663525506,LogReg_50,,,,,,,
509,-0.014784848328695786,LogReg_50,,,,,,,
510,-0.2546640859584138,LogReg_50,,,,,,,
511,-0.07586143998941478,LogReg_50,,,,,,,
512,0.08495809145152701,LogReg_50,,,,,,,
513,0.27138730438149034,LogReg_50,,,,,,,
514,0.2680113538340437,LogReg_50,,,,,,,
515,0.003847766729061102,LogReg_50,,,,,,,
516,0.0022205872814516302,LogReg_50,,,,,,,
517,0.0051304778946558325,LogReg_50,,,,,,,
518,0.0008251331931650588,LogReg_50,,,,,,,
519,0.009866916547239653,LogReg_50,,,,,,,
520,0.003847766729061102,LogReg_50,,,,,,,
521,0.0003130478694882344,LogReg_50,,,,,,,
522,0.002287257728496893,LogReg_50,,,,,,,
523,0.10138509568942951,LogReg_50,,,,,,,
524,-0.11811014669406959,LogReg_50,,,,,,,
525,-0.11295138565694023,LogReg_50,,,,,,,
526,-0.1747049128770728,LogReg_50,,,,,,,
527,-0.23024160256900336,LogReg_50,,,,,,,
528,0.04438250195549503,LogReg_50,,,,,,,
529,0.02216008646949542,LogReg_50,,,,,,,
530,0.04857136356482229,LogReg_50,,,,,,,
531,-0.0017766322252766398,LogReg_50,,,,,,,
532,0.08062631423251547,LogReg_50,,,,,,,
533,0.04438250195549503,LogReg_50,,,,,,,
534,0.03384290428061155,LogReg_50,,,,,,,
535,0.021365133090966482,LogReg_50,,,,,,,
536,0.14834945120151113,LogReg_50,,,,,,,
537,-0.06435768003447066,LogReg_50,,,,,,,
538,-0.29079444307041613,LogReg_50,,,,,,,
539,-0.3448788791076853,LogReg_50,,,,,,,
540,-0.4501487453994592,LogReg_50,,,,,,,
